Call ID,Caller ID,Receiver ID,Call Time,Duration,Call Status,Call Outcome,Wait Time (seconds),Rating,Answered,Direction,Caller Name,Receiver Name
CALL-0540,E8133,R7997,2024-09-29 19:18:21,213,Completed,Successful,5,3.0,Yes,Outgoing,Aarav Gupta,Karthik Gupta
CALL-0541,E5547,R5020,2024-10-12 04:29:21,74,Missed,,29,,No,Outgoing,Meera Chauhan,Diya Joshi
CALL-0542,E2838,R9491,2024-09-24 20:30:21,291,Voicemail,,14,,No,Outgoing,Ananya Mehta,Arjun Patel
CALL-0543,E8173,R4500,2024-10-20 04:36:21,214,Missed,,54,,No,Incoming,Ishika Mehta,Aditya Mehta
CALL-0544,E6536,R8627,2024-10-01 13:21:21,136,Missed,,60,,No,Incoming,Aryan Rao,Priya Gupta
CALL-0545,E6444,R6283,2024-09-23 13:03:21,204,Missed,,11,,No,Incoming,Karthik Chauhan,Ishaan Joshi
CALL-0546,E6658,R5020,2024-09-23 23:15:21,166,Voicemail,,23,,No,Outgoing,Ishaan Sharma,Diya Joshi
CALL-0547,E9714,R9575,2024-10-05 09:05:21,33,Completed,Follow-up Needed,56,4.0,Yes,Incoming,Aditi Verma,Karthik Joshi
CALL-0548,E8155,R5811,2024-09-29 19:23:21,199,Missed,,51,,No,Outgoing,Ishika Khan,Aditi Joshi
CALL-0549,E2786,R1655,2024-10-14 05:56:21,207,Missed,,35,,No,Incoming,Neha Sharma,Arjun Singh
CALL-0550,E5453,R6508,2024-09-22 08:07:21,197,Completed,Follow-up Needed,9,5.0,Yes,Incoming,Aditya Patel,Aarav Singh
CALL-0551,E6205,R9052,2024-09-30 09:08:21,82,Completed,Unsuccessful,15,5.0,Yes,Outgoing,Rohan Mehta,Vivaan Verma
CALL-0552,E6153,R3648,2024-10-04 10:59:21,241,Voicemail,,0,,No,Incoming,Meera Joshi,Meera Mehta
CALL-0553,E3521,R7346,2024-10-17 18:36:21,94,Completed,Unsuccessful,2,3.0,Yes,Incoming,Aditi Rao,Meera Verma
CALL-0554,E7675,R2304,2024-09-28 23:46:21,149,Voicemail,,30,,No,Outgoing,Neha Joshi,Arjun Chauhan
CALL-0555,E5330,R8029,2024-10-06 15:02:21,167,Completed,Follow-up Needed,20,5.0,Yes,Outgoing,Neha Verma,Vivaan Gupta
CALL-0556,E4580,R3842,2024-10-15 01:51:21,94,Completed,Successful,0,2.0,Yes,Outgoing,Karthik Singh,Sneha Rao
CALL-0557,E8720,R5123,2024-10-06 00:07:21,43,Missed,,50,,No,Outgoing,Aryan Khan,Priya Patel
CALL-0558,E7789,R9825,2024-09-24 16:48:21,248,Missed,,52,,No,Outgoing,Krishna Khan,Vivaan Sharma
CALL-0559,E5653,R2731,2024-09-25 18:41:21,122,Voicemail,,48,,No,Outgoing,Diya Joshi,Sneha Joshi
CALL-0560,E8848,R4500,2024-10-01 03:28:21,70,Missed,,37,,No,Incoming,Priya Sharma,Aditya Mehta
CALL-0561,E3866,R2705,2024-10-13 09:16:21,200,Voicemail,,59,,No,Incoming,Rohan Chauhan,Aryan Gupta
CALL-0562,E8155,R5522,2024-09-23 14:50:21,129,Missed,,19,,No,Outgoing,Ishika Khan,Rahul Sharma
CALL-0563,E1497,R3315,2024-10-08 23:41:21,85,Completed,Successful,8,5.0,Yes,Outgoing,Aarav Rao,Aryan Verma
CALL-0564,E7402,R5423,2024-09-28 00:25:21,61,Missed,,33,,No,Outgoing,Rahul Sharma,Krishna Verma
CALL-0565,E4440,R9411,2024-10-22 01:52:21,83,Missed,,44,,No,Incoming,Diya Chauhan,Ananya Rao
CALL-0566,E9019,R5996,2024-09-21 22:20:21,241,Voicemail,,48,,No,Incoming,Krishna Joshi,Vivaan Joshi
CALL-0567,E4694,R7487,2024-09-29 14:21:21,231,Missed,,40,,No,Incoming,Aarav Khan,Rohan Verma
CALL-0568,E4273,R1531,2024-10-16 07:55:21,111,Completed,Unsuccessful,47,1.0,Yes,Incoming,Arjun Khan,Aanya Gupta
CALL-0569,E2786,R8525,2024-10-18 15:27:21,238,Voicemail,,51,,No,Incoming,Neha Sharma,Reyansh Chauhan
CALL-0570,E3473,R9659,2024-10-08 23:58:21,113,Voicemail,,5,,No,Outgoing,Neha Gupta,Priya Singh
CALL-0571,E1621,R6494,2024-10-03 17:59:21,37,Voicemail,,12,,No,Outgoing,Vivaan Joshi,Aryan Khan
CALL-0572,E4471,R7383,2024-10-10 03:30:21,249,Completed,Follow-up Needed,25,2.0,Yes,Outgoing,Meera Patel,Diya Patel
CALL-0573,E8720,R9096,2024-10-20 22:46:21,295,Voicemail,,13,,No,Incoming,Aryan Khan,Neha Mehta
CALL-0574,E7899,R4718,2024-10-01 08:13:21,216,Missed,,51,,No,Outgoing,Karthik Rao,Karthik Rao
CALL-0575,E6153,R4110,2024-10-09 01:43:21,185,Completed,Unsuccessful,56,4.0,Yes,Incoming,Meera Joshi,Reyansh Sharma
CALL-0576,E6719,R2895,2024-10-11 05:21:21,264,Missed,,45,,No,Outgoing,Sneha Mehta,Krishna Singh
CALL-0577,E4279,R8666,2024-09-29 23:00:21,81,Voicemail,,59,,No,Outgoing,Arjun Patel,Ishika Khan
CALL-0578,E4189,R6197,2024-10-15 23:21:21,205,Completed,Follow-up Needed,32,4.0,Yes,Incoming,Ishika Chauhan,Rohan Chauhan
CALL-0579,E6173,R6570,2024-09-24 02:51:21,169,Voicemail,,41,,No,Outgoing,Karthik Joshi,Aryan Singh
CALL-0580,E7236,R2743,2024-10-02 16:32:21,177,Completed,Follow-up Needed,52,2.0,Yes,Outgoing,Rohan Joshi,Aditya Khan
CALL-0581,E1497,R3372,2024-09-27 07:37:21,231,Missed,,40,,No,Incoming,Aarav Rao,Karthik Verma
CALL-0582,E8229,R2495,2024-10-04 09:46:21,54,Completed,Follow-up Needed,59,2.0,Yes,Outgoing,Sneha Joshi,Rahul Khan
CALL-0583,E4918,R6755,2024-09-24 23:44:21,238,Missed,,17,,No,Incoming,Ishika Gupta,Priya Verma
CALL-0584,E5040,R7612,2024-10-21 08:10:21,226,Missed,,15,,No,Outgoing,Rahul Joshi,Krishna Khan
CALL-0585,E8504,R8837,2024-10-03 17:42:21,42,Missed,,57,,No,Incoming,Rahul Chauhan,Rohan Singh
CALL-0586,E5974,R2275,2024-09-24 06:26:21,72,Voicemail,,35,,No,Incoming,Aarav Mehta,Vivaan Singh
CALL-0587,E6276,R3372,2024-10-18 13:24:21,56,Completed,Successful,20,4.0,Yes,Incoming,Arjun Gupta,Karthik Verma
CALL-0588,E1218,R7259,2024-10-17 04:15:21,132,Missed,,48,,No,Outgoing,Aanya Rao,Ishika Mehta
CALL-0589,E6119,R7176,2024-10-20 21:40:21,44,Completed,Unsuccessful,32,1.0,Yes,Incoming,Neha Rao,Ishika Chauhan
CALL-0590,E6719,R3554,2024-10-13 10:55:21,121,Voicemail,,27,,No,Incoming,Sneha Mehta,Meera Gupta
CALL-0591,E6500,R4716,2024-09-28 07:24:21,216,Voicemail,,42,,No,Incoming,Aditi Khan,Arjun Joshi
CALL-0592,E5505,R8105,2024-10-06 06:24:21,173,Voicemail,,30,,No,Incoming,Aarav Sharma,Ishaan Mehta
CALL-0593,E3157,R1311,2024-10-16 23:58:21,260,Completed,Unsuccessful,17,2.0,Yes,Outgoing,Aarav Joshi,Aarav Chauhan
CALL-0594,E3866,R4489,2024-10-13 05:23:21,127,Missed,,30,,No,Outgoing,Rohan Chauhan,Rahul Singh
CALL-0595,E6054,R6283,2024-09-25 18:45:21,222,Voicemail,,19,,No,Incoming,Aditya Rao,Ishaan Joshi
CALL-0596,E7044,R3648,2024-09-27 07:46:21,212,Voicemail,,30,,No,Outgoing,Reyansh Gupta,Meera Mehta
CALL-0597,E2970,R1500,2024-09-25 22:31:21,194,Completed,Follow-up Needed,40,1.0,Yes,Outgoing,Arjun Singh,Rohan Patel
CALL-0598,E8133,R4327,2024-10-03 11:33:21,99,Voicemail,,7,,No,Outgoing,Aarav Gupta,Diya Chauhan
CALL-0599,E1831,R8477,2024-10-22 11:56:21,207,Missed,,58,,No,Outgoing,Reyansh Rao,Krishna Mehta
CALL-0600,E7314,R1071,2024-09-23 20:14:21,61,Completed,Follow-up Needed,11,4.0,Yes,Incoming,Rohan Singh,Aditya Joshi
CALL-0601,E8504,R4489,2024-09-22 01:32:21,272,Voicemail,,20,,No,Incoming,Rahul Chauhan,Rahul Singh
CALL-0602,E9840,R2304,2024-10-19 06:15:21,153,Completed,Unsuccessful,13,1.0,Yes,Incoming,Meera Singh,Arjun Chauhan
CALL-0603,E8133,R7621,2024-10-11 04:15:21,153,Completed,Successful,7,1.0,Yes,Outgoing,Aarav Gupta,Ananya Gupta
CALL-0604,E5100,R9889,2024-10-07 18:48:21,40,Voicemail,,51,,No,Outgoing,Aanya Gupta,Meera Joshi
CALL-0605,E2288,R3227,2024-10-14 14:16:21,155,Voicemail,,57,,No,Incoming,Ananya Sharma,Meera Chauhan
CALL-0606,E9317,R1377,2024-10-19 04:04:21,132,Completed,Follow-up Needed,33,4.0,Yes,Incoming,Aryan Mehta,Ishika Rao
CALL-0607,E9840,R2053,2024-10-19 07:07:21,84,Voicemail,,18,,No,Outgoing,Meera Singh,Krishna Sharma
CALL-0608,E4508,R9955,2024-09-29 08:12:21,139,Voicemail,,20,,No,Outgoing,Aryan Patel,Meera Patel
CALL-0609,E5232,R4741,2024-10-11 22:25:21,276,Voicemail,,40,,No,Incoming,Neha Singh,Sneha Patel
CALL-0610,E6276,R7681,2024-10-20 15:49:21,163,Missed,,18,,No,Outgoing,Arjun Gupta,Neha Patel
CALL-0611,E8276,R6508,2024-10-08 00:33:21,287,Missed,,30,,No,Incoming,Neha Chauhan,Aarav Singh
CALL-0612,E8111,R7192,2024-10-06 10:11:21,91,Missed,,52,,No,Outgoing,Priya Gupta,Aarav Sharma
CALL-0613,E7855,R6570,2024-10-15 11:07:21,170,Missed,,7,,No,Outgoing,Priya Singh,Aryan Singh
CALL-0614,E7010,R5962,2024-10-13 09:55:21,36,Completed,Unsuccessful,57,4.0,Yes,Outgoing,Aryan Verma,Aarav Gupta
CALL-0615,E3866,R4907,2024-10-03 17:53:21,135,Completed,Successful,36,4.0,Yes,Incoming,Rohan Chauhan,Rohan Mehta
CALL-0616,E5757,R3061,2024-10-10 18:11:21,185,Completed,Follow-up Needed,25,1.0,Yes,Outgoing,Ananya Patel,Diya Verma
CALL-0617,E4509,R8477,2024-10-01 06:30:21,71,Completed,Successful,28,1.0,Yes,Outgoing,Aditya Mehta,Krishna Mehta
CALL-0618,E3351,R9964,2024-10-05 15:34:21,300,Completed,Follow-up Needed,58,2.0,Yes,Outgoing,Ananya Verma,Sneha Gupta
CALL-0619,E1060,R7398,2024-10-14 00:24:21,234,Missed,,37,,No,Incoming,Rahul Patel,Aarav Khan
CALL-0620,E9317,R7621,2024-10-09 09:40:21,119,Completed,Follow-up Needed,57,3.0,Yes,Outgoing,Aryan Mehta,Ananya Gupta
CALL-0621,E6927,R3648,2024-10-05 15:12:21,163,Completed,Successful,50,2.0,Yes,Incoming,Priya Chauhan,Meera Mehta
CALL-0622,E8133,R7676,2024-10-12 22:25:21,221,Completed,Successful,17,5.0,Yes,Outgoing,Aarav Gupta,Aarav Joshi
CALL-0623,E8848,R7772,2024-10-01 12:23:21,59,Missed,,35,,No,Outgoing,Priya Sharma,Priya Chauhan
CALL-0624,E5040,R6901,2024-09-28 17:13:21,223,Missed,,3,,No,Incoming,Rahul Joshi,Meera Rao
CALL-0625,E6719,R9266,2024-09-29 19:34:21,69,Completed,Unsuccessful,18,3.0,Yes,Outgoing,Sneha Mehta,Aditya Patel
CALL-0626,E5862,R3519,2024-10-05 02:24:21,177,Voicemail,,39,,No,Outgoing,Aanya Singh,Arjun Rao
CALL-0627,E7314,R4519,2024-10-04 14:40:21,86,Voicemail,,11,,No,Outgoing,Rohan Singh,Aditi Gupta
CALL-0628,E6153,R1722,2024-09-28 23:30:21,207,Completed,Successful,44,2.0,Yes,Outgoing,Meera Joshi,Vivaan Rao
CALL-0629,E4580,R9266,2024-10-19 17:07:21,154,Missed,,30,,No,Outgoing,Karthik Singh,Aditya Patel
CALL-0630,E8610,R7192,2024-10-02 04:32:21,62,Voicemail,,46,,No,Incoming,Ananya Chauhan,Aarav Sharma
CALL-0631,E7241,R3842,2024-09-26 11:58:21,162,Completed,Follow-up Needed,6,1.0,Yes,Incoming,Ishika Verma,Sneha Rao
CALL-0632,E9702,R7247,2024-10-16 13:30:21,233,Voicemail,,51,,No,Outgoing,Aryan Gupta,Vivaan Chauhan
CALL-0633,E9094,R8477,2024-09-28 15:22:21,248,Voicemail,,42,,No,Outgoing,Sneha Khan,Krishna Mehta
CALL-0634,E3866,R9575,2024-10-02 00:52:21,204,Completed,Successful,52,2.0,Yes,Incoming,Rohan Chauhan,Karthik Joshi
CALL-0635,E4943,R4969,2024-10-20 06:40:21,254,Completed,Successful,45,1.0,Yes,Outgoing,Ishaan Rao,Aditi Khan
CALL-0636,E7177,R3515,2024-10-13 06:52:21,86,Missed,,30,,No,Incoming,Ishaan Singh,Ishika Joshi
CALL-0637,E4562,R5299,2024-10-20 19:17:21,299,Voicemail,,8,,No,Incoming,Sneha Chauhan,Aditya Verma
CALL-0638,E3636,R3117,2024-10-08 03:41:21,76,Missed,,13,,No,Outgoing,Ishaan Joshi,Diya Sharma
CALL-0639,E5419,R7176,2024-10-06 03:41:21,171,Missed,,18,,No,Outgoing,Priya Khan,Ishika Chauhan
CALL-0640,E4591,R9266,2024-10-03 00:10:21,284,Completed,Successful,3,1.0,Yes,Incoming,Ishika Joshi,Aditya Patel
CALL-0641,E4302,R6197,2024-10-09 23:33:21,253,Completed,Successful,57,5.0,Yes,Incoming,Ishaan Mehta,Rohan Chauhan
CALL-0642,E9714,R9955,2024-09-29 03:01:21,71,Voicemail,,0,,No,Incoming,Aditi Verma,Meera Patel
CALL-0643,E8722,R9774,2024-10-21 09:06:21,92,Voicemail,,59,,No,Outgoing,Rahul Rao,Neha Gupta
CALL-0644,E2912,R4221,2024-10-22 12:20:21,227,Missed,,51,,No,Outgoing,Aditi Sharma,Neha Verma
CALL-0645,E7180,R9921,2024-10-19 04:56:21,81,Voicemail,,31,,No,Incoming,Krishna Singh,Reyansh Verma
CALL-0646,E7080,R9096,2024-10-10 14:08:21,62,Voicemail,,8,,No,Outgoing,Sneha Sharma,Neha Mehta
CALL-0647,E9625,R7487,2024-10-03 13:27:21,273,Voicemail,,60,,No,Outgoing,Sneha Singh,Rohan Verma
CALL-0648,E6658,R6901,2024-09-27 23:17:21,86,Completed,Follow-up Needed,22,2.0,Yes,Incoming,Ishaan Sharma,Meera Rao
CALL-0649,E2882,R6832,2024-10-20 09:59:21,198,Completed,Unsuccessful,60,4.0,Yes,Incoming,Ananya Singh,Aditi Verma
CALL-0650,E4508,R2053,2024-10-19 09:30:21,207,Missed,,21,,No,Incoming,Aryan Patel,Krishna Sharma
CALL-0651,E2521,R4021,2024-10-07 19:50:21,166,Completed,Unsuccessful,31,3.0,Yes,Outgoing,Reyansh Chauhan,Aditya Singh
CALL-0652,E1218,R1722,2024-09-27 02:43:21,204,Completed,Unsuccessful,37,4.0,Yes,Incoming,Aanya Rao,Vivaan Rao
CALL-0653,E3810,R2278,2024-09-25 12:27:21,289,Voicemail,,38,,No,Outgoing,Vivaan Verma,Aryan Chauhan
CALL-0654,E4591,R7772,2024-10-01 22:37:21,273,Completed,Successful,37,3.0,Yes,Incoming,Ishika Joshi,Priya Chauhan
CALL-0655,E2779,R5933,2024-10-13 08:53:21,201,Voicemail,,56,,No,Incoming,Aarav Singh,Rahul Verma
CALL-0656,E4312,R2101,2024-10-13 23:14:21,141,Completed,Successful,39,1.0,Yes,Outgoing,Rahul Khan,Aanya Sharma
CALL-0657,E3810,R7676,2024-10-06 14:47:21,213,Completed,Successful,5,5.0,Yes,Incoming,Vivaan Verma,Aarav Joshi
CALL-0658,E5364,R7421,2024-10-21 02:04:21,58,Voicemail,,38,,No,Outgoing,Ishaan Chauhan,Aanya Singh
CALL-0659,E8504,R2772,2024-09-28 19:59:21,171,Completed,Follow-up Needed,46,5.0,Yes,Outgoing,Rahul Chauhan,Aryan Sharma
CALL-0660,E4889,R4221,2024-09-22 23:53:21,283,Missed,,50,,No,Outgoing,Aarav Verma,Neha Verma
CALL-0661,E4889,R9411,2024-09-29 00:26:21,264,Missed,,32,,No,Outgoing,Aarav Verma,Ananya Rao
CALL-0662,E3736,R4718,2024-10-03 22:26:21,103,Completed,Follow-up Needed,21,5.0,Yes,Outgoing,Vivaan Rao,Karthik Rao
CALL-0663,E6483,R6919,2024-10-07 05:36:21,283,Completed,Follow-up Needed,2,2.0,Yes,Outgoing,Ananya Gupta,Diya Mehta
CALL-0664,E5502,R3437,2024-10-20 21:16:21,110,Completed,Unsuccessful,17,1.0,Yes,Outgoing,Arjun Joshi,Meera Sharma
CALL-0665,E4694,R8837,2024-09-23 17:53:21,91,Voicemail,,25,,No,Outgoing,Aarav Khan,Rohan Singh
CALL-0666,E7080,R5483,2024-10-14 18:45:21,51,Voicemail,,41,,No,Incoming,Krishna Mehta,Neha Rao
CALL-0667,E7218,R8105,2024-09-29 00:04:21,118,Voicemail,,22,,No,Outgoing,Reyansh Verma,Ishaan Mehta
CALL-0668,E4049,R9659,2024-10-16 06:14:21,55,Completed,Successful,26,1.0,Yes,Outgoing,Rohan Rao,Priya Singh
CALL-0669,E7855,R1500,2024-10-22 12:10:21,41,Voicemail,,0,,No,Outgoing,Priya Singh,Rohan Patel
CALL-0670,E4591,R8525,2024-10-05 13:58:21,226,Voicemail,,57,,No,Outgoing,Ishika Joshi,Reyansh Chauhan
CALL-0671,E5631,R5933,2024-10-14 06:49:21,30,Missed,,57,,No,Incoming,Arjun Rao,Rahul Verma
CALL-0672,E4471,R4741,2024-10-16 21:54:21,249,Voicemail,,18,,No,Outgoing,Meera Patel,Sneha Patel
CALL-0673,E4049,R1531,2024-10-17 05:29:21,222,Voicemail,,34,,No,Incoming,Rohan Rao,Aanya Gupta
CALL-0674,E6500,R9702,2024-10-16 20:50:21,78,Voicemail,,3,,No,Outgoing,Aditi Khan,Aryan Patel
CALL-0675,E7855,R3554,2024-09-27 10:42:21,92,Missed,,20,,No,Incoming,Priya Singh,Meera Gupta
CALL-0676,E3998,R2304,2024-10-05 12:58:21,153,Completed,Unsuccessful,42,1.0,Yes,Incoming,Reyansh Sharma,Arjun Chauhan
CALL-0677,E2013,R2906,2024-10-11 04:28:21,49,Missed,,27,,No,Outgoing,Aryan Chauhan,Rahul Rao
CALL-0678,E3810,R1722,2024-10-02 14:21:21,31,Missed,,41,,No,Outgoing,Vivaan Verma,Vivaan Rao
CALL-0679,E7829,R3300,2024-10-06 18:02:21,142,Completed,Successful,8,2.0,Yes,Outgoing,Aditi Patel,Neha Khan
CALL-0680,E4508,R3593,2024-10-21 13:39:21,265,Completed,Follow-up Needed,42,4.0,Yes,Incoming,Aryan Patel,Karthik Patel
CALL-0681,E4332,R4344,2024-10-09 14:51:21,224,Missed,,33,,No,Incoming,Rahul Verma,Priya Rao
CALL-0682,E2904,R7487,2024-10-14 14:03:21,64,Voicemail,,18,,No,Incoming,Ishaan Khan,Rohan Verma
CALL-0683,E9012,R4396,2024-10-07 14:59:21,275,Missed,,8,,No,Incoming,Karthik Mehta,Aarav Mehta
CALL-0684,E8271,R9964,2024-10-16 13:36:21,84,Missed,,20,,No,Outgoing,Vivaan Singh,Sneha Gupta
CALL-0685,E4943,R3117,2024-10-11 11:16:21,262,Missed,,8,,No,Incoming,Ishaan Rao,Diya Sharma
CALL-0686,E2278,R5992,2024-10-14 13:50:21,156,Completed,Unsuccessful,49,1.0,Yes,Outgoing,Arjun Mehta,Arjun Verma
CALL-0687,E3419,R7997,2024-10-01 20:15:21,37,Voicemail,,18,,No,Incoming,Rahul Singh,Karthik Gupta
CALL-0688,E3473,R5962,2024-09-29 18:59:21,39,Voicemail,,58,,No,Outgoing,Neha Gupta,Aarav Gupta
CALL-0689,E7598,R6820,2024-10-12 06:36:21,263,Voicemail,,38,,No,Incoming,Vivaan Mehta,Priya Joshi
CALL-0690,E4889,R5837,2024-10-20 20:15:21,206,Missed,,6,,No,Incoming,Aarav Verma,Aditya Sharma
CALL-0691,E6503,R7772,2024-10-18 22:11:21,204,Voicemail,,43,,No,Outgoing,Krishna Sharma,Priya Chauhan
CALL-0692,E3419,R9617,2024-09-30 07:57:21,216,Missed,,8,,No,Outgoing,Rahul Singh,Aanya Joshi
CALL-0693,E1614,R9524,2024-10-01 15:22:21,208,Voicemail,,50,,No,Outgoing,Krishna Verma,Aditi Sharma
CALL-0694,E4918,R5020,2024-09-23 23:56:21,169,Voicemail,,13,,No,Incoming,Ishika Gupta,Diya Joshi
CALL-0695,E3473,R8477,2024-09-29 21:56:21,153,Voicemail,,56,,No,Incoming,Neha Gupta,Krishna Mehta
CALL-0696,E7598,R5996,2024-10-16 16:26:21,135,Missed,,8,,No,Incoming,Vivaan Mehta,Vivaan Joshi
CALL-0697,E8809,R7772,2024-10-20 23:27:21,208,Voicemail,,26,,No,Outgoing,Meera Verma,Priya Chauhan
CALL-0698,E5453,R4327,2024-10-16 16:10:21,242,Completed,Unsuccessful,53,4.0,Yes,Outgoing,Aditya Patel,Diya Chauhan
CALL-0699,E7162,R2918,2024-10-01 03:30:21,218,Voicemail,,11,,No,Incoming,Karthik Patel,Reyansh Khan
CALL-0700,E2690,R7361,2024-10-01 16:17:21,276,Voicemail,,8,,No,Incoming,Aditya Joshi,Neha Sharma
CALL-0701,E8795,R8477,2024-09-22 23:43:21,140,Missed,,43,,No,Incoming,Reyansh Khan,Krishna Mehta
CALL-0702,E9965,R8715,2024-10-11 22:58:21,38,Missed,,48,,No,Outgoing,Vivaan Gupta,Aditya Rao
CALL-0703,E1497,R5922,2024-09-28 15:10:21,261,Missed,,56,,No,Outgoing,Aarav Rao,Reyansh Rao
CALL-0704,E4889,R9167,2024-10-03 08:46:21,200,Voicemail,,1,,No,Outgoing,Aarav Verma,Aanya Patel
CALL-0705,E1883,R9453,2024-09-26 03:24:21,94,Missed,,33,,No,Incoming,Ishika Singh,Sneha Chauhan
CALL-0706,E7428,R4290,2024-09-23 12:15:21,160,Missed,,55,,No,Outgoing,Priya Rao,Ishika Patel
CALL-0707,E9375,R6600,2024-10-09 22:22:21,163,Voicemail,,2,,No,Incoming,Rohan Khan,Aryan Rao
CALL-0708,E8181,R6508,2024-10-19 15:58:21,160,Missed,,44,,No,Outgoing,Ishika Sharma,Aarav Singh
CALL-0709,E7199,R6993,2024-10-13 11:56:21,270,Voicemail,,41,,No,Incoming,Aditi Singh,Aditi Chauhan
CALL-0710,E7855,R1740,2024-09-23 18:18:21,40,Voicemail,,57,,No,Incoming,Priya Singh,Ishaan Chauhan
CALL-0711,E9702,R4716,2024-09-27 10:21:21,215,Completed,Successful,14,3.0,Yes,Incoming,Aryan Gupta,Arjun Joshi
CALL-0712,E8610,R1531,2024-10-14 01:06:21,204,Missed,,38,,No,Incoming,Ananya Chauhan,Aanya Gupta
CALL-0713,E4198,R9825,2024-09-26 07:24:21,216,Voicemail,,18,,No,Incoming,Aditi Mehta,Vivaan Sharma
CALL-0714,E6054,R1689,2024-10-02 11:52:21,87,Missed,,2,,No,Incoming,Aditya Rao,Aryan Mehta
CALL-0715,E9965,R7997,2024-10-18 13:13:21,210,Voicemail,,52,,No,Incoming,Vivaan Gupta,Karthik Gupta
CALL-0716,E4580,R2716,2024-10-06 16:20:21,203,Completed,Unsuccessful,45,1.0,Yes,Incoming,Karthik Singh,Ishaan Patel
CALL-0717,E6927,R4969,2024-10-21 21:48:21,73,Completed,Successful,60,1.0,Yes,Incoming,Priya Chauhan,Aditi Khan
CALL-0718,E4978,R6993,2024-09-24 05:00:21,40,Voicemail,,42,,No,Incoming,Vivaan Chauhan,Aditi Chauhan
CALL-0719,E8830,R9096,2024-10-14 04:56:21,90,Missed,,43,,No,Incoming,Priya Patel,Neha Mehta
CALL-0720,E8110,R5020,2024-10-08 02:27:21,161,Completed,Follow-up Needed,54,2.0,Yes,Incoming,Neha Patel,Diya Joshi
CALL-0721,E3806,R6388,2024-10-03 01:13:21,294,Missed,,14,,No,Outgoing,Karthik Verma,Priya Khan
CALL-0722,E4694,R5741,2024-09-30 05:33:21,206,Voicemail,,13,,No,Outgoing,Aarav Khan,Ananya Sharma
CALL-0723,E2184,R9266,2024-10-02 00:59:21,117,Completed,Successful,56,4.0,Yes,Incoming,Aditya Sharma,Aditya Patel
CALL-0724,E7789,R1975,2024-10-19 09:13:21,183,Completed,Successful,47,2.0,Yes,Incoming,Krishna Khan,Sneha Singh
CALL-0725,E2403,R6508,2024-10-09 09:38:21,194,Missed,,34,,No,Outgoing,Diya Rao,Aarav Singh
CALL-0726,E6927,R3648,2024-09-22 15:02:21,67,Missed,,17,,No,Outgoing,Priya Chauhan,Meera Mehta
CALL-0727,E6054,R3757,2024-10-14 06:41:21,260,Missed,,12,,No,Outgoing,Aditya Rao,Ishaan Gupta
CALL-0728,E3419,R9167,2024-09-28 09:48:21,255,Missed,,57,,No,Outgoing,Rahul Singh,Aanya Patel
CALL-0729,E8610,R2707,2024-10-18 06:35:21,145,Completed,Unsuccessful,47,3.0,Yes,Outgoing,Ananya Chauhan,Ishika Singh
CALL-0730,E2278,R2291,2024-10-03 16:25:21,123,Missed,,46,,No,Incoming,Arjun Mehta,Sneha Sharma
CALL-0731,E1306,R5423,2024-10-17 04:12:21,203,Completed,Unsuccessful,52,3.0,Yes,Outgoing,Aditya Chauhan,Krishna Verma
CALL-0732,E2288,R8956,2024-10-10 13:33:21,164,Completed,Successful,4,5.0,Yes,Incoming,Ananya Sharma,Diya Rao
CALL-0733,E7010,R7361,2024-09-21 16:43:21,192,Voicemail,,13,,No,Incoming,Aryan Verma,Neha Sharma
CALL-0734,E2385,R7088,2024-09-22 21:12:21,109,Completed,Successful,5,1.0,Yes,Incoming,Aarav Chauhan,Rahul Joshi
CALL-0735,E4507,R5933,2024-09-30 23:32:21,83,Completed,Follow-up Needed,56,1.0,Yes,Outgoing,Rohan Verma,Rahul Verma
CALL-0736,E8110,R1500,2024-09-24 20:03:21,173,Completed,Successful,45,2.0,Yes,Incoming,Neha Patel,Rohan Patel
CALL-0737,E2164,R7398,2024-09-24 15:16:21,276,Completed,Successful,19,3.0,Yes,Outgoing,Aditya Singh,Aarav Khan
CALL-0738,E6927,R2304,2024-09-24 03:49:21,294,Completed,Follow-up Needed,20,4.0,Yes,Outgoing,Priya Chauhan,Arjun Chauhan
CALL-0739,E6205,R3315,2024-09-25 19:13:21,260,Voicemail,,27,,No,Outgoing,Rohan Mehta,Aryan Verma
CALL-0740,E2288,R8952,2024-09-22 19:01:21,279,Voicemail,,7,,No,Incoming,Ananya Sharma,Rohan Sharma
CALL-0741,E8722,R6600,2024-09-24 02:30:21,249,Completed,Follow-up Needed,48,5.0,Yes,Incoming,Rahul Rao,Aryan Rao
CALL-0742,E7314,R7002,2024-09-23 08:42:21,155,Completed,Follow-up Needed,39,5.0,Yes,Outgoing,Rohan Singh,Krishna Chauhan
CALL-0743,E6054,R3227,2024-10-20 12:59:21,32,Missed,,55,,No,Incoming,Aditya Rao,Meera Chauhan
CALL-0744,E6444,R2851,2024-10-10 08:02:21,54,Voicemail,,13,,No,Outgoing,Karthik Chauhan,Diya Gupta
CALL-0745,E9244,R9406,2024-10-09 22:04:21,35,Voicemail,,33,,No,Incoming,Aanya Khan,Rohan Khan
CALL-0746,E2882,R8525,2024-10-08 17:31:21,213,Completed,Follow-up Needed,40,1.0,Yes,Outgoing,Ananya Singh,Reyansh Chauhan
